KEYID,SECTOR,NSTR,GR1,GR2,GR3,GR4,GR5,GR6,GR7,GR8,XFILES,ANUL
40761140,F7000,531,18653,18653,,,,18653,18653,,,2018
40761192,F7000,200,3250,245,,,,3250,375,,,2018
40761192,F7000,220,3250,245,,,,3250,375,,,2018
40761192,F7000,300,36503,,,,,36503,0,,,2018
40761192,F7000,500,8787215,6023470,,61975,,8849190,6160070,,,2018
40761192,F7000,510,123087,96482,,0,,123087,97430,,,2018
40761192,F7000,520,1370197,977095,,0,,1370197,998367,,,2018
40761192,F7000,530,7263551,4931235,,61975,,7325526,5045615,,,2018
40761192,F7000,540,30380,18658,,0,,30380,18658,,,2018
40761231,F7000,200,4090,1410,,417,,4507,3057,,,2018
40761231,F7000,220,540,63,,,,540,171,,,2018
40761231,F7000,230,3000,1300,,417,,3417,2336,,,2018
40761231,F7000,300,204808,,,120557,325365,,,,,2018
40761231,F7000,500,4097998,2643442,,1122340,796976,4423362,3266982,,,2018
40761231,F7000,530,1767475,1397112,,340850,,2108325,1674223,,,2018
40761231,F7000,540,783885,288083,,204808,385761,602932,394779,,,2018
40761231,F7000,550,20767,2077,,96507,,117274,26708,,,2018
40761231,F7000,570,1114656,874306,,385761,,1500417,1084014,,,2018
40761231,F7000,580,411215,81864,,,411215,,,,,2018
40761231,F7000,590,,,,94414,,94414,87258,,,2018
40761312,F7000,500,,,,28300,,28300,,,,2018
40761312,F7000,530,,,,28300,,28300,,,,2018
40761401,F7000,300,10590,,,,,10590,,,,2018
40761401,F7000,500,3306934,1040267,,,,3306934,1353500,,,2018
40761401,F7000,530,1106142,567592,,,,1106142,691456,,,2018
40761401,F7000,540,306716,158221,,,,306716,188893,,,2018
40761401,F7000,590,1894076,314454,,,,1894076,473151,,,2018
40761418,F7000,500,2919336,991658,,,,2919336,1179645,,,2018
40761418,F7000,520,126523,18978,,,,126523,25305,,,2018
40761418,F7000,530,2792813,972680,,,,2792813,1154340,,,2018
40761513,F7000,500,2931894,1492555,,1837569,,4769463,1992809,,,2018
40761513,F7000,510,143879,96236,,,,143879,113422,,,2018
40761513,F7000,530,2676235,1289319,,1837569,,4513804,1772387,,,2018
40761513,F7000,531,28191,17497,,6205,,34396,21240,,,2018
40761513,F7000,540,111780,107000,,,,111780,107000,,,2018
40761525,F7000,200,3250,711,,,,3250,1117,,,2018
40761525,F7000,220,3250,711,,,,3250,1117,,,2018
40761525,F7000,500,599758,228466,,96667,,696425,309566,,,2018
40761525,F7000,510,194761,45444,,,,194761,53235,,,2018
40761525,F7000,530,10993,4449,,,,10993,6020,,,2018
40761525,F7000,540,359772,158821,,96667,,456439,229037,,,2018
40761525,F7000,550,34232,19752,,,,34232,21274,,,2018
40761720,F7000,500,10999,114,,141031,,152030,4756,,,2018
40761720,F7000,530,10999,114,,141031,,152030,4756,,,2018
40761772,F7000,500,477509,251899,,,28193,449316,258779,,,2018
40761772,F7000,510,52558,6310,,,,52558,8622,,,2018
40761772,F7000,530,394926,230277,,,28193,366733,230431,,,2018
40761772,F7000,590,30025,15312,,,,30025,19726,,,2018
40761950,F7000,500,9700,673,,,,9700,1448,,,2018
40761950,F7000,530,9700,673,,,,9700,1448,,,2018
40762139,F7000,500,,,,370551,,370551,68384,,,2018
40762139,F7000,530,,,,370551,,370551,68384,,,2018
40762317,F7000,300,239573,,,212,,239785,,,,2018
40762317,F7000,500,11237,2497,,,,11237,3745,,,2018
40762317,F7000,520,11237,2497,,,,11237,3745,,,2018
40762323,F7000,200,3250,1083,,,,3250,1679,,,2018
40762323,F7000,220,3250,1083,,,,3250,1679,,,2018
40762323,F7000,500,20487,17668,,,,20487,19987,,,2018
40762323,F7000,530,20487,17668,,,,20487,19987,,,2018
40762464,F7000,500,168176,131647,,,,168176,141388,,,2018
40762464,F7000,530,168176,131647,,,,168176,141388,,,2018
40762464,F7000,531,7000,7000,,,,7000,7000,,,2018
40762582,F7000,200,12594,12594,,,,12594,12594,,,2018
40762582,F7000,230,12594,12594,,,,12594,12594,,,2018
40762582,F7000,500,3279861,1115656,,0,,3279861,1367183,,,2018
40762582,F7000,510,2848805,787285,,0,,2848805,1015189,,,2018
40762582,F7000,530,401889,301288,,,,401889,322827,,,2018
40762582,F7000,531,20113,18591,,,,20113,20113,,,2018
40762582,F7000,540,29167,27083,,,,29167,29167,,,2018
40762642,F7000,500,12170,9321,,,,12170,9321,,,2018
40762642,F7000,530,12170,9321,,,,12170,9321,,,2018
40762694,F7000,400,1364982,,,,,1364982,,,,2018
40762694,F7000,500,8737181,418353,,260200,,8997381,633055,,,2018
40762694,F7000,510,,,,250000,,250000,,,,2018
40762694,F7000,530,6007235,145359,,10200,,6017435,223564,,,2018
40762694,F7000,590,2729946,272994,,,,2729946,409491,,,2018
40762725,F7000,500,5825,3592,,,,5825,4757,,,2018
40762725,F7000,590,5825,3592,,,,5825,4757,,,2018
40762760,F7000,200,108938,5450,,10000,,118938,23604,,,2018
40762760,F7000,230,108938,5450,,10000,,118938,23604,,,2018
40762760,F7000,300,3808047,,,32359,,3840406,,,,2018
40762760,F7000,400,271336,,,,,271336,,,,2018
40762760,F7000,500,11337329,608726,,,,11337329,1204064,,,2018
40762760,F7000,510,4230550,105764,,,,4230550,211528,,,2018
40762760,F7000,520,4984338,9221,,,,4984338,119873,,,2018
40762760,F7000,530,1201748,210859,,,,1201748,405642,,,2018
40762760,F7000,540,920693,282882,,,,920693,467021,,,2018
40763311,F7000,200,6500,2167,,,,6500,3467,,,2018
40763311,F7000,230,6500,2167,,,,6500,3467,,,2018
40763311,F7000,500,1989964,1078306,,315904,,2305868,1142486,,,2018
40763311,F7000,510,1581698,723075,,299752,,1881450,773840,,,2018
40763311,F7000,530,408266,355231,,16152,,424418,368646,,,2018
40763311,F7000,531,38465,31201,,,,38465,36151,,,2018
40763328,F7000,500,2306147,1053368,,,80318,2225829,1069214,,,2018
40763328,F7000,510,1557126,707153,,,,1557126,768307,,,2018
40763328,F7000,520,333604,44766,,,,333604,55072,,,2018
40763328,F7000,530,252092,203809,,,80318,171774,133446,,,2018
40763328,F7000,540,113950,62402,,,,113950,73797,,,2018
40763328,F7000,590,49375,35238,,,,49375,38592,,,2018
40763357,F7000,500,7333,815,,38904,,46237,17170,,,2018
40763357,F7000,550,7333,815,,38904,,46237,17170,,,2018
40763512,F7000,200,,,,590,,590,131,,,2018
40763512,F7000,230,,,,590,,590,131,,,2018
40763512,F7000,300,393630,,,1401252,442702,1352180,,,,2018
40763512,F7000,500,4513797,1078923,,442702,127404,4829095,1494574,,,2018
40763512,F7000,510,218636,2087,,,,218636,5905,,,2018
40763512,F7000,520,1035153,19792,,,,1035153,54957,,,2018
40763512,F7000,530,2658007,872980,,442702,127404,2973305,1159819,,,2018
40763512,F7000,540,602001,184064,,,,602001,273893,,,2018
40763601,F7000,300,255648,,,,,255648,,,,2018
40763601,F7000,400,25000,,,,,25000,,,,2018
40763647,F7000,200,3658,1708,,553,,4211,2767,,,2018
40763647,F7000,220,3250,1300,,,,3250,2359,,,2018
40763647,F7000,230,408,408,,553,,961,408,,,2018
40763788,F7000,200,18200,6219,,,,18200,11934,,,2018
40763788,F7000,230,18200,6219,,,,18200,11934,,,2018
40763788,F7000,400,1565363,,,,,1565363,,,,2018
40763788,F7000,500,488696806,84022701,,2722008,40159941,451258873,79764442,,,2018
40763788,F7000,510,14908536,14386212,,,,14908536,14450635,,,2018
40763788,F7000,530,1323831,1054293,,37904,,1361735,1103475,,,2018
40763788,F7000,531,407243,407243,,,,407243,407243,,,2018
40763788,F7000,540,4053739,2343189,,12880,848867,3217752,2494582,,,2018
40763788,F7000,550,809615,83148,,,739200,70415,65802,,,2018
40763788,F7000,590,467601085,66155859,,2671224,38571874,431700435,61649948,,,2018
40763819,F7000,200,,,,5000,,5000,1250,,,2018
40763819,F7000,230,,,,5000,,5000,1250,,,2018
40763819,F7000,300,279846,,,,279846,,,,,2018
40763819,F7000,400,17370,,,,,17370,,,,2018
40763819,F7000,500,3622551,832789,,528130,,4150681,1182194,,,2018
40763819,F7000,510,,,,279846,,279846,7938,,,2018
40763819,F7000,530,3605100,832000,,108302,,3713402,1153761,,,2018
40763819,F7000,540,,,,124582,,124582,15023,,,2018
40763819,F7000,550,17451,789,,15400,,32851,5472,,,2018
40763908,F7000,400,4981,,,,,4981,,,,2018
40763908,F7000,500,460687,272184,,,,460687,272184,,,2018
40763908,F7000,540,460687,272184,,,,460687,272184,,,2018
40764003,F7000,200,3250,1381,,,3250,,,,,2018
40764003,F7000,220,3250,1381,,,3250,,,,,2018
40764003,F7000,300,,,,14092,,14092,,,,2018
40764003,F7000,500,2635298,451738,,,488131,2147167,865081,,,2018
40764003,F7000,540,1084563,302457,,,,1084563,489475,,,2018
40764003,F7000,550,21000,1000,,,,21000,5200,,,2018
40764003,F7000,570,1491200,136834,,,488131,1003069,352618,,,2018
40764003,F7000,590,38535,11447,,,,38535,17788,,,2018
40764026,F7000,200,15550,11146,,,,15550,14256,,,2018
40764026,F7000,400,96195570,,,,,96195570,,,,2018
40764026,F7000,500,75208348,12864309,,5132600,2078892,78262056,14834314,,,2018
40764026,F7000,510,2116947,1599345,,,,2116947,1651867,,,2018
40764026,F7000,520,13580458,9321690,,4844700,70177,18354981,10545245,,,2018
40764026,F7000,530,1534065,648076,,127900,35820,1626145,913679,,,2018
40764026,F7000,531,69574,,,,,69574,,,,2018
40764026,F7000,540,5030149,1208649,,160000,854387,4335762,1667724,,,2018
40764026,F7000,550,137579,61018,,,60900,76679,55799,,,2018
40764026,F7000,590,52809150,25531,,,1057608,51751542,,,,2018
40764049,F7000,200,8200,3273,,,,8200,4915,,,2018
40764049,F7000,230,8200,3273,,,,8200,4915,,,2018
40764049,F7000,400,220000,,,,166735,53265,,,,2018
40764049,F7000,500,6534257,1129058,,,3068376,3465881,721879,,,2018
40764049,F7000,510,6482474,1113007,,,3068376,3414098,690929,,,2018
40764049,F7000,530,51783,16051,,,,51783,30950,,,2018
40764055,F7000,200,19562,9334,,,,19562,12015,,,2018
40764055,F7000,230,19562,9334,,,,19562,12015,,,2018
40764055,F7000,300,49013,,,,,49013,,,,2018
40764055,F7000,400,8159709,,,16591582,,24751291,,,,2018
40764055,F7000,500,212012489,112454965,,11917015,,223929504,116112700,,,2018
40764055,F7000,510,3247160,2957194,,,,3247160,3025546,,,2018
40764055,F7000,520,1187381,937587,,,,1187381,962510,,,2018
40764055,F7000,530,6110029,2084142,,673638,,6783667,2407788,,,2018
40764055,F7000,531,175097,138472,,27600,,202697,158839,,,2018
40764055,F7000,540,22124687,10332143,,4216893,,26341580,12949937,,,2018
40764055,F7000,550,200550,189002,,2464007,,2664557,366360,,,2018
40764055,F7000,590,179142682,95954897,,4562477,,183705159,96400559,,,2018
40764084,F7000,400,392322,,,9022,,401344,,,,2018
40764084,F7000,500,1364324,150614,,67056,,1431380,150614,,,2018
40764084,F7000,510,719439,142582,,,,719439,142582,,,2018
40764084,F7000,520,252400,265,,4500,,256900,265,,,2018
40764084,F7000,530,159485,,,62556,,222041,,,,2018
40764084,F7000,531,,,,6312,,6312,,,,2018
40764084,F7000,540,233000,7767,,,,233000,7767,,,2018
40764196,F7000,500,18360,17164,,,,18360,18360,,,2018
40764196,F7000,530,18360,17164,,,,18360,18360,,,2018
40764204,F7000,500,411107,185765,,235279,,646386,267827,,,2018
40764204,F7000,530,411107,185765,,235279,,646386,267827,,,2018
40764204,F7000,531,411107,185765,,235279,,646386,267827,,,2018
40764322,F7000,300,69216,,,106021,175237,,,,,2018
40764322,F7000,400,77800,,,,,77800,,,,2018
40764322,F7000,500,323986,205620,,175237,,499223,278081,,,2018
40764322,F7000,530,323986,205620,,175237,,499223,278081,,,2018
40764581,F7000,300,494205,,,,333519,160686,,,,2018
40764581,F7000,500,2052649,792868,,1540013,,3592662,1040826,,,2018
40764581,F7000,530,1829548,699796,,333519,,2163067,919833,,,2018
40764581,F7000,540,223101,93072,,1206494,,1429595,120993,,,2018
40764747,F7000,200,5683,4230,,,,5683,4690,,,2018
40764747,F7000,220,5683,4230,,,,5683,4690,,,2018
40764747,F7000,500,260500,240683,,379033,,639533,244783,,,2018
40764747,F7000,520,,,,379033,,379033,,,,2018
40764747,F7000,530,260500,240683,,,,260500,244783,,,2018
40764842,F7000,100,1005,,,,,1005,,,,2018
40764842,F7000,500,9977,1290,,,,9977,1290,,,2018
40764842,F7000,590,9977,1290,,,,9977,1290,,,2018
40764888,F7000,100,,,,0,,,,,,2018
40764888,F7000,200,3575,1408,0,6000,,9575,2355,0,,2018
40764888,F7000,220,3575,1408,,,,3575,1855,,,2018
40764888,F7000,230,,,,6000,,6000,500,,,2018
40764888,F7000,500,3433123,1596385,0,1034328,,4467451,2130402,0,,2018
40764888,F7000,530,8874,1017,,10905,,19779,2126,,,2018
40764888,F7000,540,3417761,1592771,,1023423,,4441184,2125160,,,2018
40764888,F7000,590,6488,2597,,,,6488,3116,,,2018
40764983,F7000,200,2052,514,,,,2052,719,,,2018
40764983,F7000,230,2052,514,,,,2052,719,,,2018
40764983,F7000,500,345076,84970,0,51907,,396983,113839,,,2018
40764983,F7000,530,345076,84970,,51907,,396983,113839,,,2018
40765020,F7000,200,6500,2763,,,,6500,4063,,,2018
40765020,F7000,220,6500,2763,,,,6500,4063,,,2018
40765020,F7000,500,15000,10750,,,,15000,12250,,,2018
40765020,F7000,530,15000,10750,,,,15000,12250,,,2018
40765043,F7000,200,5621,5212,,,3916,1705,1419,,,2018
40765043,F7000,230,5621,5212,,,3916,1705,1419,,,2018
40765043,F7000,400,270000,,,,,270000,,,,2018
40765043,F7000,500,9113520,4329054,,88057,,9201577,5259630,,,2018
40765043,F7000,510,3167632,348532,,,,3167632,418924,,,2018
40765043,F7000,530,5109782,3376396,,8494,,5118276,4139614,,,2018
40765043,F7000,540,625611,497198,,,,625611,559300,,,2018
40765043,F7000,590,210495,106928,,79563,,290058,141792,,,2018
40765072,F7000,200,167.,153,,,167,,,,,2018
40765072,F7000,230,167,153,,,167,,,,,2018
40765089,F7000,200,4297,4297,,,,4297,4297,,,2018
40765089,F7000,230,4297,4297,,,,4297,4297,,,2018
40765089,F7000,300,,,,49583,,49583,,,,2018
40765089,F7000,400,100000,,,,,100000,,,,2018
40765089,F7000,500,401549,53297,,,,401549,77767,,,2018
40765089,F7000,510,353954,38345,,,,353954,56039,,,2018
40765089,F7000,530,47595,14952,,,,47595,21728,,,2018
40765113,F7000,500,,,,15390,,15390,746,,,2018
40765113,F7000,530,,,,15390,,15390,746,,,2018
40765273,F7000,300,28125,,,,,28125,,,,2018
40765273,F7000,500,5128188,3225086,,2275720,2275720,5128188,3753792,,,2018
40765273,F7000,530,2072754,1191245,,2275720,,4348474,3293449,,,2018
40765273,F7000,540,779714,380500,,,,779714,460343,,,2018
40765273,F7000,570,2275720,1653341,,,2275720,,,,,2018
40765497,F7000,500,240549,22751,,,7499,233050,40672,,,2018
40765497,F7000,530,240549,22751,,,7499,233050,40672,,,2018
40765586,F7000,200,20647,20073,,,20647,,,,,2018
40765586,F7000,230,20647,20073,,,20647,,,,,2018
40765586,F7000,400,40000,,,,,40000,,,,2018
40765586,F7000,500,2690098,914151,,6582,,2696680,1117512,,,2018
40765586,F7000,510,2004144,538357,,,,2004144,636622,,,2018
40765586,F7000,530,343551,127406,,,,343551,176960,,,2018
40765586,F7000,540,182040,114659,,,,182040,150867,,,2018
40765586,F7000,570,143416,126449,,,,143416,140815,,,2018
40765586,F7000,590,16947,7280,,6582,,23529,12248,,,2018
40765965,F7000,200,7133,2232,,,,7133,3659,,,2018
40765965,F7000,230,7133,2232,,,,7133,3659,,,2018
40765965,F7000,500,138185,13184,,,,138185,35960,,,2018
40765965,F7000,530,132047,11036,,,,132047,32584,,,2018
40765965,F7000,531,21280,3430,,,,21280,8346,,,2018
40765965,F7000,550,6138,2148,,,,6138,3376,,,2018
40766261,F7000,400,135700,,0,,,135700,,0,,2018
40766261,F7000,500,8125993,1977260,0,437404,,8563397,3218088,0,,2018
40766261,F7000,510,4815239,1021234,0,275980,,5091219,1471776,,,2018
40766261,F7000,520,,,0,,,,,,,2018
40766261,F7000,530,2466754,674322,0,139997,,2606751,1356340,,,2018
40766261,F7000,531,,,0,,,,,,,2018
40766261,F7000,540,844000,281704,0,10649,,854649,389972,,,2018
40766261,F7000,590,,,,10778,,10778,0,,,2018
40766261,F7000,600,0,,,,,,,,,2018
40766284,F7000,500,47000,6000,,,20000,27000,6000,,,2018
40766284,F7000,540,47000,6000,,,20000,27000,6000,,,2018
40766309,F7000,500,60444,38725,,78181,60444,78181,2793,,,2018
40766309,F7000,530,60444,38725,,78181,60444,78181,2793,,,2018
40766373,F7000,300,813000,,,,813000,,,,,2018
40766373,F7000,500,606603,318406,,9242,,615845,397435,,,2018
40766373,F7000,520,80370,15404,,,,80370,19423,,,2018
40766373,F7000,530,411233,234549,,9242,,420475,293131,,,2018
40766373,F7000,540,115000,68453,,,,115000,84881,,,2018
40766404,F7000,200,169660,35254,,,,169660,73178,,,2018
40766404,F7000,230,169660,35254,,,,169660,73178,,,2018
40766404,F7000,500,5821277,2923624,,596694,65542,6352429,3735465,,,2018
40766404,F7000,530,5134103,2635552,,568852,65542,5637413,3351659,,,2018
40766404,F7000,531,55497,29173,,6333,,61830,52196,,,2018
40766404,F7000,570,287061,41021,,,,287061,82042,,,2018
40766404,F7000,590,400113,247051,,27842,,427955,301764,,,2018
40766500,F7000,400,,,,4171859,,4171859,,,,2018
40766500,F7000,500,,,,12444180,,12444180,1597393,,,2018
40766500,F7000,510,,,,11980308,,11980308,1447590,,,2018
40766500,F7000,590,,,,463872,,463872,149803,,,2018
40766551,F7000,200,6523,3683,,,,6523,4336,,,2018
40766551,F7000,220,6523,3683,,,,6523,4336,,,2018
40766551,F7000,500,56014,51242,,20212,56014,20212,4371,,,2018
40766551,F7000,550,56014,51242,,20212,56014,20212,4371,,,2018
40766692,F7000,200,1678,1000,,,,1678,1220,,,2018
40766692,F7000,230,1062,383,,,,1062,767,,,2018
40766692,F7000,500,2386379,1481068,,100922,,2487301,1974022,,,2018
40766692,F7000,530,1760921,1107847,,61225,,1822146,1451935,,,2018
40766692,F7000,531,74522,42996,,,,74522,52311,,,2018
40766692,F7000,540,506578,297126,,39697,,546275,430756,,,2018
40766692,F7000,590,118880,76095,,,,118880,91331,,,2018
40766864,F7000,200,9647,5622,,14297,0,23944,9764,,,2018
40766864,F7000,220,447,447,,,,447,447,,,2018
40766864,F7000,230,9200,5175,,13868,,23068,9025,,,2018
40766864,F7000,300,1393738,,,244379,1638117,,,,,2018
40766864,F7000,500,325877,104724,,1722159,,2048036,202678,,,2018
40766864,F7000,510,,,,1335961,,1335961,46349,,,2018
40766864,F7000,530,119862,51518,,22982,,142844,64081,,,2018
40766864,F7000,531,18312,9402,,,,18312,11408,,,2018
40766864,F7000,540,144887,30270,,,,144887,50968,,,2018
40766864,F7000,550,,,,17894,,17894,418,,,2018
40766864,F7000,590,61128,22936,,345322,,406450,40862,,,2018
40766976,F7000,100,1324,1324,,,,1324,1324,,,2018
40766976,F7000,300,436286,,,,,436286,,,,2018
40766976,F7000,500,22333,14175,,,,22333,18642,,,2018
40766976,F7000,530,22333,14175,,,,22333,18642,,,2018
40766982,F7000,200,3250,2437,0,,,3250,3250,,,2018
40766982,F7000,220,3250,2437,,,,3250,3250,,,2018
40766982,F7000,300,1461478,,,3577491,,5038969,,,,2018
40766982,F7000,400,155986,,,,,155986,,,,2018
40766982,F7000,500,2373363,426922,,,,2373363,654790,,,2018
40766982,F7000,510,1238043,185706,,,,1238043,247609,,,2018
40766982,F7000,530,988618,216000,,,,988618,364729,,,2018
40766982,F7000,590,146702,25216,,,,146702,42452,,,2018
40767042,F7000,200,3250,997,,325,,3575,2037,,,2018
40767042,F7000,220,3250,997,,325,,3575,2037,,,2018
40767042,F7000,500,1903843,1036665,,21128,,1924971,1386309,0,,2018
40767042,F7000,540,1890510,1034443,,21128,,1911638,1379643,,,2018
40767042,F7000,590,13333,2222,,,,13333,6666,,,2018
40767604,F7000,500,35667,,,,,35667,,,,2018
40767604,F7000,550,35667,,,,,35667,,,,2018
40767622,F7000,500,827309,86793,,,,827309,114716,,,2018
40767622,F7000,510,799301,77539,,,,799301,100233,,,2018
40767622,F7000,530,28008,9254,,,,28008,14483,,,2018
40767680,F7000,200,19750,15880,,,,19750,19696,,,2018
40767680,F7000,220,3250,2546,,,,3250,3196,,,2018
40767680,F7000,230,16500,13334,,,,16500,16500,,,2018
40767680,F7000,400,212721,,,31100,,243821,,,,2018
40767680,F7000,500,3217193,679081,,23233,,3240426,1077324,,,2018
40767680,F7000,510,40133,9699,,,,40133,13712,,,2018
40767680,F7000,520,1265577,220436,,,,1265577,349641,,,2018
40767680,F7000,530,1911483,448946,,23233,,1934716,713971,,,2018
40767680,F7000,531,29445,22084,,,,29445,29445,,,2018
40767680,F7000,600,370634,73871,,30519,,401153,73871,,,2018
40767705,F7000,200,0,0,,,,,,,,2018
40767705,F7000,500,0,0,,,,,,,,2018
40768047,F7000,500,391796,80955,0,70288,15841,446243,102096,,,2018
40768047,F7000,530,360355,75730,,25000,15841,369514,89721,,,2018
40768047,F7000,590,31441,5225,,45288,,76729,12375,,,2018
40768120,F7000,100,2699,,,,,2699,,,,2018
40768120,F7000,200,1293,861,,,,1293,991,,,2018
40768120,F7000,500,406565,125925,,,,406565,207818,,,2018
40768120,F7000,530,39062,15674,,,,39062,24066,,,2018
40768120,F7000,540,367503,110251,,,,367503,183752,,,2018
40768159,F7000,500,1490,,,,,1490,,,,2018
40768159,F7000,590,1490,,,,,1490,,,,2018
40768260,F7000,200,8500,5100,,,,8500,6800,,,2018
40768260,F7000,230,8500,5100,,,,8500,6800,,,2018
40768260,F7000,500,993470,672366,,862097,160681,1694886,787254,,,2018
40768260,F7000,530,362643,250761,,273167,27081,608729,282327,,,2018
40768260,F7000,540,630827,421605,,31730,133600,528957,485027,,,2018
40768260,F7000,570,,,,557200,,557200,19900,,,2018
40768403,F7000,200,6751,3996,,,,6751,4671,,,2018
40768403,F7000,230,5462,3141,,,,5462,3687,,,2018
40768403,F7000,500,95460,80322,,29998,16869,108589,78212,,,2018
40768403,F7000,530,95460,80322,,29998,16869,108589,78212,,,2018
40768403,F7000,531,25337,25337,,,16869,8468,8468,,,2018
40768461,F7000,500,2890566,,,,415540,2475026,,,,2018
40768461,F7000,550,2890566,,,,415540,2475026,,,,2018
40768745,F7000,200,3250,704,,,,3250,1354,,,2018
40768745,F7000,220,3250,704,,,,3250,1354,,,2018
40769006,F7000,200,4500,,,,,4500,,,,2018
40769006,F7000,230,4500,,,,,4500,,,,2018
40769006,F7000,500,332805,,,1182001,,1514806,335017,,,2018
40769006,F7000,530,332805,,,1060042,,1392847,318651,,,2018
40769006,F7000,540,,,,89232,,89232,10028,,,2018
40769006,F7000,550,,,,32727,,32727,6338,,,2018
40769070,F7000,200,53000,53000,,,,53000,53000,,,2018
40769070,F7000,230,53000,53000,,,,53000,53000,,,2018
40769070,F7000,500,1201737,1119762,,,,1201737,1151556,,,2018
40769070,F7000,530,6000,333,,,,6000,2033,,,2018
40769070,F7000,540,1128855,1113855,,,,1128855,1121655,,,2018
40769070,F7000,550,66882,5574,,,,66882,27868,,,2018
40769288,F7000,200,1282,1282,,,1282,,,,,2018
40769288,F7000,220,1282,1282,,,1282,,,,,2018
40769288,F7000,500,779734,245535,,,,779734,325362,,,2018
40769288,F7000,520,557455,63875,,,,557455,133557,,,2018
40769288,F7000,530,62500,62500,,,,62500,62500,,,2018
40769288,F7000,540,109054,109054,,,,109054,109054,,,2018
40769288,F7000,550,50725,10106,,,,50725,20251,,,2018
40769443,F7000,100,12501,,,7685,20186,,,,,2018
40769443,F7000,200,336573,47831,,20186,,356759,69167,,,2018
40769443,F7000,210,17606,7734,,20186,,37792,11322,,,2018
40769443,F7000,230,306967,30697,,,,306967,46045,,,2018
40769443,F7000,300,33666,,,36094526,17829198,18298994,,,,2018
40769443,F7000,400,,,,5301575,,5301575,,,,2018
40769443,F7000,500,930641,404536,,11497787,,12428428,682464,,,2018
40769443,F7000,510,,,,3393306,,3393306,26712,,,2018
40769443,F7000,520,,,,420000,,420000,4695,,,2018
40769443,F7000,530,218929,123481,,7648840,,7867769,283256,,,2018
40769443,F7000,540,627872,203155,,,,627872,280383,,,2018
40769443,F7000,550,83840,77900,,35641,,119481,87418,,,2018
40769532,F7000,500,78856,18152,,,,78856,29424,,,2018
40769532,F7000,530,17155,7126,,,,17155,7844,,,2018
40769532,F7000,531,17155,7126,,,,17155,7844,,,2018
40769532,F7000,550,50900,6885,,,,50900,11300,,,2018
40769532,F7000,590,10801,4141,,,,10801,10280,,,2018
40769696,F7000,200,11587,11566,,,,11587,11587,,,2018
40769696,F7000,220,11587,11526,,,,11587,11587,,,2018
40769696,F7000,500,5089512,2066464,,367601,,5457113,2722999,,,2018
40769696,F7000,530,5062512,2055664,,367601,,5430113,2698699,,,2018
40769696,F7000,540,27000,10800,,,,27000,24300,,,2018
40769704,F7000,500,103185,80782,,,,103185,92821,,,2018
40769704,F7000,530,103185,80782,,,,103185,92821,,,2018
40769727,F7000,200,8602,3444,,18549,,27151,9342,,,2018
40769727,F7000,220,4825,2919,,,,4825,4409,,,2018
40769727,F7000,230,3777,525,,18549,,22326,4933,,,2018
40769762,F7000,200,68396,14300,,,,68396,22205,,,2018
40769762,F7000,220,28869,14300,,,,28869,22205,,,2018
40769762,F7000,230,39527,,,,,39527,,,,2018
40769762,F7000,300,16350,,,,16350,0,,,,2018
40769762,F7000,500,162686,25388,0,219729,8710,373705,57502,,,2018
40769762,F7000,520,,,,14600,,14600,,,,2018
40769762,F7000,530,162686,25388,,,8710,153976,29048,,,2018
40769762,F7000,540,,,,70566,,70566,,,,2018
40769762,F7000,550,,,,7792,,7792,,,,2018
40769762,F7000,590,,,,126771,,126771,28454,,,2018
40769791,F7000,200,3900,1286,,,,3900,1733,,,2018
40769791,F7000,220,3900,1286,,,,3900,1733,,,2018
40769791,F7000,500,4543137,919047,,1201162,946681,4797618,979527,,,2018
40769791,F7000,540,4505672,896635,,1171682,946681,4730673,948533,,,2018
40769791,F7000,590,37465,22412,,29480,,66945,30994,,,2018
40769851,F7000,200,6825,2085,,,,6825,3450,,,2018
40769851,F7000,220,6825,2085,,,,6825,3450,,,2018
40769851,F7000,500,128710,74450,,394415,,523125,116005,,,2018
40769851,F7000,530,128710,74450,,394415,,523125,116005,,,2018
40769940,F7000,200,3250,867,,,,3250,1517,,,2018
40769940,F7000,220,3250,867,,,,3250,1517,,,2018
40769940,F7000,300,,,,7625,7625,,,,,2018
40769940,F7000,500,669665,118506,,14507,,684172,242623,,,2018
40769940,F7000,530,641254,114101,,7625,,648879,235034,,,2018
40769940,F7000,590,28411,4405,,6882,,35293,7589,,,2018
40770222,F7000,300,24648,,,,,24648,,,,2018
40770222,F7000,400,4959632,,,,,4959632,,,,2018
40770222,F7000,500,9083,7316,,,,9083,9083,,,2018
40770222,F7000,530,9083,7316,,,,9083,9083,,,2018
40770222,F7000,531,9083,7316,,,,9083,9083,,,2018
40770268,F7000,500,842714,836565,,594162,,1436876,862519,,,2018
40770268,F7000,530,7041,7041,,594162,,601203,26846,,,2018
40770268,F7000,590,835673,829524,,,,835673,835673,,,2018
40770328,F7000,500,1654025,269673,,1337749,,2991774,677406,,,2018
40770328,F7000,540,1593645,222182,,1306205,,2899850,621606,,,2018
40770328,F7000,590,60380,47491,,31544,,91924,55800,,,2018
40770624,F7000,500,201506,119576,,72444,21378,252572,141662,,,2018
40770624,F7000,540,72604,39666,,,,72604,49409,,,2018
40770624,F7000,580,,,,41799,,41799,,,,2018
40770624,F7000,590,128902,79910,,30645,21378,138169,92253,,,2018
